POSTAL_CODE,CODE,YEAR,CITY,TITLE
DE-BY,XEJV,2024-1,MARKTHEIDENFELD AM MAIN,MARKTHEIDENFELD AM MAINAnzeigenblatt
DE-BY,XEKC,2019-1,KELHEIM,KLOSTER WELTENBURG
DE-BY,XEME,2020-1,MÜNCHEN,OSKAR-VON-MILLER-GYMNASIUM MÜNCHEN
DE-BY,XEMF,2020-1,ROSENHEIM,SAURIER - GIGANTEN DER MEERELOCKSCHUPPEN AUSSTELLUNGSZENTRUM ROSENHEIM
DE-BY,XEMU,2022-1,MUNICH,DEUTSCHES MUSEUM
DE-BY,XEMU,2023-2,MUNICH,DEUTSCHES MUSEUM
DE-BY,XEND,2020-1,REGENSBURG,HAUS DER BAYERISCHEN GESCHICHTE
DE-BY,XENE,2020-1,ASCHAFFENBURG,ASCHAFFENBURG - SCHLOSS JOHANNISBURG
DE-BY,XENE,2022-1,ASCHAFFENBURG,ASCHAFFENBURG - SCHLOSS JOHANNISBURG
DE-BY,XEQD,2020-1,REISBACH,BAYERN-PARK FREIZEITPARADIES
DE-BY,XEQD,2021-2,REISBACH,BAYERN-PARK FREIZEITPARADIES
DE-BY,XEQD,2022-3,REISBACH,BAYERN-PARK FREIZEITPARADIES
DE-BY,XEQD,2023-4,REISBACH,BAYERN-PARK FREIZEITPARADIES
DE-BY,XEQE,2017-1,ROTHENBURG O.D. TAUBER,ROTHENBURG O.D. TAUBER - PLÖNLEIN
DE-BY,XEQF,2020-1,WÜRZBURG,WÜRZBURG300 JAHRE GRUNDSTEINLEGUNG RESIDENZ WÜRZBURG
DE-BY,XERA,2023-1,---,ANNE FRANK12 JUNI 1929 - FEBRUAR 1945
DE-BY,XERZ,2021-1,BODENMAIS,KARNEVAL-FASCHING 2021HELAU UND ALAAF - DIE FÜNFTE JAHRESZEIT
DE-BY,XERZ,2022-2,BODENMAIS,I LOVE YOU
DE-BY,XESZ,2021-1,BODENMAIS,BODENMAISGLÜCKSMOMENTE IM BAYERISCHEN WALD
DE-BY,XESZ,2021-2,BODENMAIS,JOSKA BODENMAIS
DE-BY,XESZ,2022-4,BODENMAIS,EUROPA
DE-BY,XETQ,2021-1,KULMBACH,PLASSENBURG - KULMBACH
DE-BY,XETV,2022-1,NUREMBERG,NÜRNBERG HAUPTBAHNHOF
DE-BY,XETY,2023-1,GARMISCH-PARTENKIRCHEN,ZUGSPITZE2962 M - TOP OF GERMANY
DE-BY,XEVV,2022-1,ANGER,HANS-PETER PORSCHE TRAUMWERK
DE-BY,XEVV,2024-1,ANGER,HANS-PETER PORSCHE TRAUMWERK
DE-BY,XEWL,2022-1,GUNZENHAUSEN,1200 JAHRE GUNZENHAUSEN
DE-BY,XEWQ,2023-1,NUREMBERG,ALBRECHT DÜRER
DE-BY,XEWX,2023-1,AMBERG,RATHAUS - STADT AMBERG
DE-BY,xexy,2023-1,AMBERG,ERLÖSERKIRCHE AMBERG
DE-BE,XEAB,2017-1,BERLIN,194849 BERLINER LUFTBRÜCKE 201819
DE-BE,XEAB,2018-2,BERLIN,194849 BERLIN AIR BRIDGE II 201819
DE-BE,XEAB,2018-3,BERLIN,194849 BERLIN AIR BRIDGE III 201819
DE-BE,XEAB,2018-4,BERLIN,194849 PONT AÉRIEN DE BERLIN IV 201819
DE-BE,XEAB,2019-5,BERLIN,194849 BERLINER LUFTBRÜCKE V 201819
DE-BE,XEAK,2020-1,BERLIN,TRABI-MUSEUM BERLIN
DE-BE,XEAK,2020-2,BERLIN,TRABIWORLD BERLIN
DE-BE,XECD,2018-1,BERLIN,30 JAHRE MAUERFALL
DE-BE,XECD,2018-2,BERLIN,30 JAHRE MAUERFALL
DE-BE,XECD,2019-2,BERLIN,30 JAHRE MAUERFALL
DE-BE,XECD,2020-2,BERLIN,30 JAHRE MAUERFALL
DE-BE,XECF,2018-1,BERLIN,30 JAHRE DEUTSCHE EINHEIT
DE-BE,XEDC,2018-1,BERLIN,BERLIN - SIEGESSAULE
DE-BE,XEDT,2024-1,BERLIN,DEUTSCHLANDMUSEUM - BERLINHERMANNSDENKMAL
DE-BE,XEEF,2023-2,BERLIN,SEA LIFE BERLINFASZINIERENDE UNTERWASSERWELT
DE-BE,XEEQ,2019-1,Berlin,FALL DER MAUER
DE-BE,XEEQ,2019-2,Berlin,FALL DER MAUER
DE-BE,XEEQ,2019-3,BERLIN,FALL DER MAUER
DE-BE,XEER,2023-3,BERLIN,DEUTSCHES SPIONAGEMUSEUM BERLIN
DE-BE,XEEV,2023-2,BERLIN,MADAME TUSSAUDS BERLINMEHR ALS WACHSFIGUREN
DE-BE,XEEW,2019-1,BERLIN,"BERLIN DUNGEONBERLINS DUNKLE VERGANGENHEIT"
DE-BE,XEFQ,2019-2,BERLIN,NEFERTITI
DE-BE,XEFQ,2019-4,BERLIN,"TUTANKHAMUN"
DE-BE,XEFU,2023-1,BERLIN,BUNDESHAUPTSTADT BERLIN
DE-BE,XEGB,2019-1,BERLIN,BERLIN - DOM
DE-BE,XEGC,2023-2,BERLIN,BERLIN ALEXANDERPLATZ
DE-BE,XEHD,2019-1,BERLIN,ALEXANDER VON HUMBOLDT1769 - 1859
DE-BE,XEHW,2019-1,BERLIN,LITTLE BIG CITY BERLINBERLINS GESCHICHTE LEBENDIG WIE NIE ZUVOR
DE-BE,XEJQ,2021-6,BERLIN,HUMBOLT FORUM BERLIN
DE-BE,XELA,2020-1,BERLIN,AUFSTAND 17. JUNI
DE-BE,XELA,2020-2,BERLIN,GEDENKSTÄTTE CHECKPOINT CHARLIE
DE-BE,XELL,2019-1,BERLIN,MOTORWORLD CLASSICS BERLIN
DE-BE,XELS,2023-1,BERLIN,BERLIN - 2023
DE-BE,XELS,2023-2,BERLIN,BERLIN
DE-BE,XELS,2024-3,BERLIN,BERLIN
DE-BE,XELS,2025-5,BERLIN,BERLIN - 2025
DE-BE,XELS,2025-6,BERLIN,GOODBYE TEGEL - TSCHÜSS TEGEL
DE-BE,XELZ,2018-3,BERLIN,DDR MUSEUM - BERLIN
DE-BE,XELZ,2018-4,BERLIN,NINETIES BERLIN - ANARCHIE WANDEL VISIONEN
DE-BE,XELZ,2018-5,BERLIN,DDR MUSEUM BERLIN - 200 JAHRE KARL MARX
DE-BE,XELZ,2019-6,BERLIN,DDR MUSEUM BERLIN - 30 JAHRE MAUERFALL
DE-BE,XELZ,2020-7,BERLIN,"DDR MUSEUM - BERLIN"
DE-BE,XELZ,2022-8,BERLIN,"DDR MUSEUM - BERLIN"
DE-BE,XELZ,2023-9,BERLIN,"DDR MUSEUM - BERLIN - 35 JAHRE MAUERFALL"
DE-BE,XELZ,2025-10,BERLIN,"DDR MUSEUM - BERLINGemütlichkeit"
DE-BE,XEMV,2017-1,BERLIN,DEUTSCHES TECHNIKMUSEUM - BERLIN
DE-BE,XEMV,2019-2,BERLIN,DEUTSCHES TECHNIKMUSEUM - BERLIN
DE-BE,XEMV,2019-3,BERLIN,"DEUTSCHES TECHNIKMUSEUM - BERLINNAG RENNWAGEN"
DE-BE,XEMV,2020-4,BERLIN,"DEUTSCHES TECHNIKMUSEUM - BERLIN"
DE-BE,XEMV,2022-5,BERLIN,DEUTSCHES TECHNIKMUSEUM - BERLIN
DE-BE,XEMV,2022-6,BERLIN,DEUTSCHES TECHNIKMUSEUM - BERLIN
DE-BE,XEMV,2023-7,BERLIN,DEUTSCHES TECHNIKMUSEUM - BERLIN
DE-BE,XEMV,2024-10,BERLIN,DEUTSCHES TECHNIKMUSEUM - BERLINHochrad 1885 Inventarnummer des Hochrads: 1-1981-0103
DE-BE,XENC,2023-1,BERLIN,HAUPTSTADTMARKE BERLIN
DE-BE,XENC,2024-1,BERLIN,HAUPTSTADTMARKE BERLIN
DE-BE,XENC,2025-1,BERLIN,HAUPTSTADTMARKE BERLIN
DE-BE,XENN,2020-1,BERLIN,DEUTSCHLAND - GERMANY
DE-BE,XENN,2021-2,BERLIN,DEUTSCHLAND - GERMANY
DE-BE,XEPH,2023-1,BERLIN,BERLIN - BRANDENBURGER TOR
DE-BE,XEPH,2024-1,BERLIN,BERLIN - BRANDENBURGER TOR
DE-BE,XEPM,2023-3,BERLIN,DER HAUPTMANN VON KÖPENICKUND SEINE GARDE
DE-BE,XERA,2025-2,BERLIN,80 JAHRE ENDE 2. WELTKRIEG IN DEUTSCHLAND
DE-BE,XERR,2021-1,BERLIN,TORSTEN MATTUSCHKA10 JAHRE BERLINER DERBYSIEG 05.02.2011
DE-BE,XESB,2021-1,BERLIN,FREUNDESKREIS SCHLÖSSER UND GÄRTEN DER MARKIN DER DEUTSCHEN GESELLSCHAFT E.V.
DE-BE,XESB,2021-2,BERLIN,30 JAHRE FREUNDESKREIS SCHLÖSSER UND GÄRTEN DER MARKIN DER DEUTSCHEN GESELLSCHAFT E.V.
DE-BE,XESB,2022-3,BERLIN,FREUNDESKREIS SCHLÖSSER UND GÄRTEN DER MARK BERLIN
DE-BE,XEYF,2023-2,BERLIN,ZOO BERLIN
DE-BE,XEYF,2024-3,BERLIN,TIERPARK BERLIN
DE-BE,XEYF,2024-4,BERLIN,"ZOO BERLIN"
DE-BR,XEBA,2018-2,MÜHLBERG-AN-DER-ELBE,"SCHLOSS MARTINSKIRCHENFRIEDRICH WILHELM GRAF VON BRÜHL"
DE-BR,XEBA,2020-3,MÜHLBERG-AN-DER-ELBE,"SCHLOSS MARTINSKIRCHENSTADT MÜHLBERG ELBE"
DE-BR,XEBA,2023-4,MÜHLBERG-AN-DER-ELBE,SCHLOSS MARTINSKIRCHEN10 JAHRE VÖRDESVEREIN 2013 - 2023
DE-BR,XECS,2018-1,FINSTERWALDE,"FINSTERWALDER - SÄNGERFEST"
DE-BR,XEGD,2019-1,SCHRADEN,"SCHRADEN"
DE-BR,XEGG,2019-1,FÜRSTENWALDE AN DER SPREE,"DOM ST. MARIENDOMSTADT FÜRSTENWALDESPREE"
DE-BR,XEHL,2022-1,BRANDEBURG,"ALBRECHT DER BÄRERSTER MARKGRAF IN BRANDENBURG 1157-1170"
DE-BR,XEJX,2019-1,LÜBBENAU,LÜBBENAU - SPREEWALD
DE-BR,XEJX,2024-2,LUBBENAUSPREEWALD,LUBBENAU - SPREEWALD
DE-BR,XEKP,2025-1,LÜBBEN,SCHLOSS LÜBBEN - SPREEWALDGROD LUBINA GLOTA
DE-BR,XEKR,2025-2,ZIESAR,BISCHOFSRESIDENZ BURG ZIESARAUSSTELLUNG OTTO ALTENKIRCH (1875-1945) BURGKAPELLE (1470 GEWEIHT)
